frame,score_dynamic,component_rarity,component_transition_surprise,component_local_density
0,92.45283018867924,11.320754716981133,92.45283018867924,100.0
1,92.45283018867924,54.24528301886793,0.0,99.05660377358491
2,54.71698113207547,54.71698113207547,0.4716981132075472,98.58490566037736
3,54.71698113207547,6.60377358490566,98.58490566037736,99.52830188679245
4,76.41509433962264,53.77358490566038,0.9433962264150944,98.11320754716981
5,87.73584905660378,36.79245283018868,92.9245283018868,76.41509433962264
6,76.41509433962264,35.84905660377358,93.39622641509435,93.39622641509435
7,76.41509433962264,37.735849056603776,93.86792452830188,87.73584905660378
8,84.43396226415094,27.830188679245282,3.30188679245283,78.30188679245283
9,37.264150943396224,37.264150943396224,2.8301886792452833,80.66037735849056
10,27.830188679245282,36.32075471698113,98.11320754716981,84.43396226415094
11,37.264150943396224,10.849056603773585,2.358490566037736,70.28301886792453
12,28.77358490566038,27.358490566037734,1.8867924528301887,73.58490566037736
13,27.358490566037734,38.20754716981132,4.245283018867925,88.20754716981132
14,27.358490566037734,28.77358490566038,1.4150943396226416,79.24528301886792
15,26.41509433962264,24.528301886792452,3.7735849056603774,72.16981132075472
16,26.41509433962264,25.0,7.0754716981132075,84.90566037735849
17,26.41509433962264,26.41509433962264,6.60377358490566,67.45283018867924
18,55.660377358490564,56.132075471698116,6.132075471698113,95.75471698113208
19,55.660377358490564,55.660377358490564,5.660377358490567,96.22641509433963
20,55.660377358490564,33.9622641509434,96.22641509433963,85.37735849056604
21,55.188679245283026,55.188679245283026,5.188679245283019,90.09433962264151
22,55.188679245283026,53.301886792452834,4.716981132075472,97.16981132075472
23,55.188679245283026,38.67924528301887,10.377358490566039,91.98113207547169
24,53.301886792452834,56.60377358490566,9.90566037735849,87.26415094339622
25,56.60377358490566,57.07547169811321,8.018867924528301,94.81132075471697
26,56.60377358490566,43.86792452830189,8.49056603773585,95.28301886792453
27,44.81132075471698,58.490566037735846,8.962264150943396,97.64150943396226
28,44.81132075471698,44.81132075471698,7.547169811320755,96.69811320754717
29,58.490566037735846,44.339622641509436,9.433962264150944,89.15094339622641
30,44.81132075471698,10.377358490566039,97.64150943396226,74.52830188679245
31,44.339622641509436,7.0754716981132075,97.16981132075472,93.86792452830188
32,74.52830188679245,26.88679245283019,14.622641509433961,75.0
33,72.64150943396226,9.90566037735849,14.150943396226415,88.67924528301887
34,72.64150943396226,9.433962264150944,96.69811320754717,81.13207547169812
35,77.35849056603774,8.018867924528301,88.67924528301887,72.64150943396226
36,77.35849056603774,7.547169811320755,89.15094339622641,80.18867924528303
37,72.64150943396226,28.30188679245283,100.0,77.35849056603774
38,75.94339622641509,33.490566037735846,13.679245283018867,89.62264150943396
39,34.90566037735849,25.471698113207548,13.20754716981132,69.33962264150944
40,34.90566037735849,25.943396226415093,90.56603773584906,75.94339622641509
41,57.54716981132076,34.90566037735849,11.320754716981133,81.60377358490565
42,57.54716981132076,58.01886792452831,11.79245283018868,86.79245283018868
43,35.37735849056604,57.54716981132076,12.264150943396226,94.33962264150944
44,57.54716981132076,35.37735849056604,12.735849056603774,92.9245283018868
45,57.54716981132076,8.962264150943396,10.849056603773585,85.84905660377359
46,41.509433962264154,8.49056603773585,94.33962264150944,91.0377358490566
47,41.9811320754717,34.43396226415094,91.0377358490566,83.49056603773585
48,64.15094339622641,41.509433962264154,18.39622641509434,92.45283018867924
49,42.924528301886795,41.9811320754717,20.754716981132077,90.56603773584906
50,42.924528301886795,0.9433962264150944,83.49056603773585,64.15094339622641
51,42.924528301886795,42.924528301886795,21.22641509433962,91.50943396226415
52,42.924528301886795,43.39622641509434,18.867924528301888,82.54716981132076
53,41.0377358490566,40.09433962264151,19.81132075471698,83.01886792452831
54,41.0377358490566,40.56603773584906,20.28301886792453,68.39622641509435
55,40.56603773584906,41.0377358490566,19.339622641509436,58.01886792452831
56,40.56603773584906,0.4716981132075472,99.52830188679245,69.81132075471697
57,41.0377358490566,1.8867924528301887,17.92452830188679,58.9622641509434
58,17.92452830188679,1.4150943396226416,15.566037735849056,55.660377358490564
59,17.452830188679243,42.45283018867924,16.037735849056602,82.0754716981132
60,17.452830188679243,0.0,16.50943396226415,52.358490566037744
61,39.15094339622642,2.358490566037736,17.452830188679243,86.32075471698113
62,39.15094339622642,39.15094339622642,15.09433962264151,41.9811320754717
63,39.15094339622642,39.62264150943396,16.9811320754717,49.056603773584904
64,39.62264150943396,48.58490566037736,29.71698113207547,44.339622641509436
65,39.62264150943396,48.113207547169814,29.245283018867923,20.28301886792453
66,44.339622641509436,29.71698113207547,95.75471698113208,50.0
67,43.39622641509434,59.905660377358494,28.77358490566038,32.075471698113205
68,49.528301886792455,50.47169811320755,28.30188679245283,55.188679245283026
69,43.39622641509434,50.0,27.358490566037734,43.39622641509434
70,43.39622641509434,49.528301886792455,27.830188679245282,53.301886792452834
71,40.09433962264151,49.056603773584904,26.88679245283019,40.09433962264151
72,40.09433962264151,13.20754716981132,26.41509433962264,65.56603773584906
73,26.41509433962264,47.64150943396226,25.471698113207548,15.09433962264151
74,25.471698113207548,11.79245283018868,87.73584905660378,74.05660377358491
75,25.0,58.9622641509434,25.0,18.867924528301888
76,25.0,12.735849056603774,24.528301886792452,26.88679245283019
77,25.0,12.264150943396226,88.20754716981132,19.339622641509436
